dicots 	 Acaena_ovalifolia 	 genomic_data 	 drAcaOval1 	 hic-arima2
dicots 	 Inula_salicina 	 genomic_data 	 daInuSali1 	 pacbio
dicots 	 Jacobaea_erucifolia 	 genomic_data 	 daJacEruc1 	 hic-arima2
dicots 	 Jacobaea_erucifolia 	 genomic_data 	 daJacEruc1 	 pacbio
dicots 	 Jacobaea_maritima 	 genomic_data 	 daJacMari1 	 pacbio
dicots 	 Jacobaea_vulgaris 	 genomic_data 	 daJacVulg1 	 10x
dicots 	 Jacobaea_vulgaris 	 genomic_data 	 daJacVulg1 	 hic-arima2
dicots 	 Jacobaea_vulgaris 	 genomic_data 	 daJacVulg1 	 pacbio
dicots 	 Jasione_montana 	 genomic_data 	 daJasMont1 	 hic-arima2
dicots 	 Jasione_montana 	 genomic_data 	 daJasMont1 	 pacbio
dicots 	 Kali_turgidum 	 genomic_data 	 dcKalTurg1 	 hic-arima2
dicots 	 Kali_turgidum 	 genomic_data 	 dcKalTurg1 	 pacbio
dicots 	 Kalmia_procumbens 	 genomic_data 	 ddKalProc1 	 hic-arima2
dicots 	 Kalmia_procumbens 	 genomic_data 	 ddKalProc1 	 pacbio
dicots 	 Kickxia_elatine 	 genomic_data 	 daKicElat1 	 hic-arima2
dicots 	 Kickxia_elatine 	 genomic_data 	 daKicElat1 	 pacbio
dicots 	 Knautia_arvensis 	 genomic_data 	 daKnaArve1 	 10x
dicots 	 Knautia_arvensis 	 genomic_data 	 daKnaArve1 	 hic-arima2
dicots 	 Knautia_arvensis 	 genomic_data 	 daKnaArve1 	 pacbio
dicots 	 Laburnum_anagyroides 	 genomic_data 	 drLabAnag1 	 hic-arima2
dicots 	 Laburnum_anagyroides 	 genomic_data 	 drLabAnag1 	 pacbio
dicots 	 Lactuca_saligna 	 genomic_data 	 daLacSali1 	 hic-arima2
dicots 	 Lactuca_saligna 	 genomic_data 	 daLacSali1 	 pacbio
dicots 	 Lactuca_serriola 	 genomic_data 	 daLacSerr1 	 hic-arima2
dicots 	 Lactuca_serriola 	 genomic_data 	 daLacSerr1 	 pacbio
dicots 	 Lamium_album 	 genomic_data 	 daLamAlbu1 	 hic-arima2
dicots 	 Lamium_album 	 genomic_data 	 daLamAlbu1 	 pacbio
dicots 	 Lamium_amplexicaule 	 genomic_data 	 daLamAmpl1 	 hic-arima2
dicots 	 Lamium_amplexicaule 	 genomic_data 	 daLamAmpl1 	 pacbio
dicots 	 Lamium_galeobdolon 	 genomic_data 	 daLamGalo1 	 hic-arima2
dicots 	 Lamium_galeobdolon 	 genomic_data 	 daLamGalo1 	 pacbio
dicots 	 Lamium_purpureum 	 genomic_data 	 daLamPurp1 	 hic-arima2
dicots 	 Lamium_purpureum 	 genomic_data 	 daLamPurp1 	 htag
dicots 	 Lamium_purpureum 	 genomic_data 	 daLamPurp1 	 pacbio
dicots 	 Lapsana_communis 	 genomic_data 	 daLapComm1 	 hic-arima2
dicots 	 Lapsana_communis 	 genomic_data 	 daLapComm1 	 pacbio
dicots 	 Lathraea_clandestina 	 genomic_data 	 daLatClan1 	 pacbio
dicots 	 Lathraea_squamaria 	 genomic_data 	 daLatSqua1 	 hic-arima2
dicots 	 Lathraea_squamaria 	 genomic_data 	 daLatSqua1 	 pacbio
dicots 	 Lathyrus_aphaca 	 genomic_data 	 drLatApha1 	 hic-arima2
dicots 	 Lathyrus_aphaca 	 genomic_data 	 drLatApha1 	 pacbio
dicots 	 Lathyrus_latifolius 	 genomic_data 	 drLatLati1 	 hic-arima2
dicots 	 Lathyrus_linifolius 	 genomic_data 	 drLatLini1 	 10x
dicots 	 Lathyrus_linifolius 	 genomic_data 	 drLatLini1 	 hic-arima2
dicots 	 Lathyrus_linifolius 	 genomic_data 	 drLatLini1 	 pacbio
dicots 	 Lathyrus_nissolia 	 genomic_data 	 drLatNiss1 	 hic-arima2
dicots 	 Lathyrus_pratensis 	 genomic_data 	 drLatPrat1 	 hic-arima2
dicots 	 Lathyrus_sylvestris 	 genomic_data 	 drLatSylv1 	 hic-arima2
dicots 	 Leontodon_hispidus 	 genomic_data 	 daLeoHisp1 	 hic-arima2
dicots 	 Leontodon_hispidus 	 genomic_data 	 daLeoHisp1 	 pacbio
dicots 	 Leontodon_saxatilis 	 genomic_data 	 daLeoSaxa1 	 hic-arima2
dicots 	 Leontodon_saxatilis 	 genomic_data 	 daLeoSaxa1 	 pacbio
dicots 	 Lepidium_campestre 	 genomic_data 	 ddLepCamp1 	 hic-arima2
dicots 	 Lepidium_campestre 	 genomic_data 	 ddLepCamp1 	 pacbio
dicots 	 Lepidium_didymum 	 genomic_data 	 ddLepDidy1 	 hic-arima2
dicots 	 Lepidium_didymum 	 genomic_data 	 ddLepDidy1 	 pacbio
dicots 	 Lepidium_draba 	 genomic_data 	 ddLepDrab1 	 hic-arima2
dicots 	 Lepidium_draba 	 genomic_data 	 ddLepDrab1 	 pacbio
dicots 	 Leucanthemum_vulgare 	 genomic_data 	 daLeuVulg1 	 hic-arima2
dicots 	 Leucanthemum_vulgare 	 genomic_data 	 daLeuVulg1 	 pacbio
dicots 	 Levisticum_officinale 	 genomic_data 	 drLevOffi1 	 pacbio
dicots 	 Ligusticum_scoticum 	 genomic_data 	 drLigScot1 	 hic-arima2
dicots 	 Ligusticum_scoticum 	 genomic_data 	 drLigScot1 	 pacbio
dicots 	 Ligustrum_vulgare 	 genomic_data 	 daLigVulg1 	 10x
dicots 	 Ligustrum_vulgare 	 genomic_data 	 daLigVulg1 	 hic-arima2
dicots 	 Ligustrum_vulgare 	 genomic_data 	 daLigVulg1 	 pacbio
dicots 	 Limonium_binervosum 	 genomic_data 	 dcLimBine1 	 hic-arima2
dicots 	 Limonium_binervosum 	 genomic_data 	 dcLimBine1 	 pacbio
dicots 	 Limosella_aquatica 	 genomic_data 	 daLimAqua1 	 hic-arima2
dicots 	 Limosella_aquatica 	 genomic_data 	 daLimAqua2 	 pacbio
dicots 	 Limosella_aquatica 	 genomic_data 	 daLimAqua3 	 pacbio
dicots 	 Limosella_australis 	 genomic_data 	 daLimAust1 	 hic-arima2
dicots 	 Linaria_purpurea 	 genomic_data 	 daLinPurp1 	 hic-arima2
dicots 	 Linaria_repens 	 genomic_data 	 daLinRepe1 	 hic-arima2
dicots 	 Linaria_vulgaris 	 genomic_data 	 daLinVulg1 	 hic-arima2
dicots 	 Linaria_vulgaris 	 genomic_data 	 daLinVulg1 	 pacbio
dicots 	 Linnaea_borealis 	 genomic_data 	 daLinBore1 	 10x
dicots 	 Linnaea_borealis 	 genomic_data 	 daLinBore1 	 hic-arima2
dicots 	 Linnaea_borealis 	 genomic_data 	 daLinBore1 	 pacbio
dicots 	 Linum_bienne 	 genomic_data 	 ddLinBien1 	 hic-arima2
dicots 	 Linum_bienne 	 genomic_data 	 ddLinBien1 	 pacbio
dicots 	 Linum_catharticum 	 genomic_data 	 ddLinCath4 	 pacbio
dicots 	 Lithospermum_officinale 	 genomic_data 	 daLitOffi1 	 hic-arima2
dicots 	 Lithospermum_officinale 	 genomic_data 	 daLitOffi1 	 pacbio
dicots 	 Littorella_uniflora 	 genomic_data 	 daLitUnif1 	 hic-arima2
dicots 	 Littorella_uniflora 	 genomic_data 	 daLitUnif1 	 pacbio
dicots 	 Littorella_uniflora 	 genomic_data 	 daLitUnif2 	 hic-arima2
dicots 	 Lobelia_dortmanna 	 genomic_data 	 daLobDort1 	 hic-arima2
dicots 	 Lobelia_dortmanna 	 genomic_data 	 daLobDort1 	 pacbio
dicots 	 Lobelia_urens 	 genomic_data 	 daLobUren1 	 hic-arima2
dicots 	 Lobelia_urens 	 genomic_data 	 daLobUren4 	 hic-arima2
dicots 	 Lobelia_urens 	 genomic_data 	 daLobUren4 	 pacbio
dicots 	 Logfia_minima 	 genomic_data 	 daLogMini1 	 pacbio
dicots 	 Logfia_minima 	 genomic_data 	 daLogMini4 	 hic-arima2
dicots 	 Lonicera_periclymenum 	 genomic_data 	 daLonPeri1 	 hic-arima2
dicots 	 Lonicera_periclymenum 	 genomic_data 	 daLonPeri1 	 pacbio
dicots 	 Lotus_corniculatus 	 genomic_data 	 drLotCorn1 	 pacbio
dicots 	 Lotus_corniculatus 	 genomic_data 	 drLotCorn2 	 hic-arima2
dicots 	 Lotus_pedunculatus 	 genomic_data 	 drLotPedu1 	 hic-arima2
dicots 	 Lotus_subbiflorus 	 genomic_data 	 drLotSubb1 	 hic-arima2
dicots 	 Ludwigia_grandiflora 	 genomic_data 	 drLudGran1 	 hic-arima2
dicots 	 Ludwigia_grandiflora 	 genomic_data 	 drLudGran1 	 pacbio
dicots 	 Lunaria_annua 	 genomic_data 	 ddLunAnnu1 	 hic-arima2
dicots 	 Lunaria_annua 	 genomic_data 	 ddLunAnnu1 	 pacbio
dicots 	 Lycopus_europaeus 	 genomic_data 	 daLycEuro1 	 10x
dicots 	 Lycopus_europaeus 	 genomic_data 	 daLycEuro1 	 hic-arima2
dicots 	 Lycopus_europaeus 	 genomic_data 	 daLycEuro1 	 pacbio
dicots 	 Lysimachia_nemorum 	 genomic_data 	 ddLysNemo1 	 hic-arima2
dicots 	 Lysimachia_nemorum 	 genomic_data 	 ddLysNemo1 	 pacbio
dicots 	 Lysimachia_nummularia 	 genomic_data 	 ddLysNumm1 	 hic-arima2
dicots 	 Lysimachia_thyrsiflora 	 genomic_data 	 ddLysThyr1 	 hic-arima2
dicots 	 Lysimachia_thyrsiflora 	 genomic_data 	 ddLysThyr1 	 pacbio
dicots 	 Lysimachia_vulgaris 	 genomic_data 	 ddLysVulg1 	 10x
dicots 	 Lysimachia_vulgaris 	 genomic_data 	 ddLysVulg1 	 hic-arima2
dicots 	 Lysimachia_vulgaris 	 genomic_data 	 ddLysVulg1 	 pacbio
dicots 	 Lythrum_hyssopifolia 	 genomic_data 	 drLytHyso1 	 hic-arima2
dicots 	 Lythrum_hyssopifolia 	 genomic_data 	 drLytHyso1 	 pacbio
dicots 	 Lythrum_portula 	 genomic_data 	 drLytPort1 	 hic-arima2
dicots 	 Lythrum_salicaria 	 genomic_data 	 drLytSali1 	 10x
dicots 	 Lythrum_salicaria 	 genomic_data 	 drLytSali1 	 hic-arima2
dicots 	 Lythrum_salicaria 	 genomic_data 	 drLytSali1 	 pacbio
dicots 	 Malus_domestica 	 genomic_data 	 drMalDome10 	 10x
dicots 	 Malus_domestica 	 genomic_data 	 drMalDome10 	 hic-arima2
dicots 	 Malus_domestica 	 genomic_data 	 drMalDome10 	 pacbio
dicots 	 Malus_domestica 	 genomic_data 	 drMalDome11 	 10x
dicots 	 Malus_domestica 	 genomic_data 	 drMalDome11 	 hic-arima2
dicots 	 Malus_domestica 	 genomic_data 	 drMalDome11 	 pacbio
dicots 	 Malus_domestica 	 genomic_data 	 drMalDome12 	 illumina
dicots 	 Malus_domestica 	 genomic_data 	 drMalDome13 	 illumina
dicots 	 Malus_domestica 	 genomic_data 	 drMalDome14 	 illumina
dicots 	 Malus_domestica 	 genomic_data 	 drMalDome15 	 illumina
dicots 	 Malus_domestica 	 genomic_data 	 drMalDome16 	 illumina
dicots 	 Malus_domestica 	 genomic_data 	 drMalDome17 	 illumina
dicots 	 Malus_domestica 	 genomic_data 	 drMalDome18 	 illumina
dicots 	 Malus_domestica 	 genomic_data 	 drMalDome19 	 illumina
dicots 	 Malus_domestica 	 genomic_data 	 drMalDome1 	 illumina
dicots 	 Malus_domestica 	 genomic_data 	 drMalDome20 	 illumina
dicots 	 Malus_domestica 	 genomic_data 	 drMalDome21 	 illumina
dicots 	 Malus_domestica 	 genomic_data 	 drMalDome22 	 illumina
dicots 	 Malus_domestica 	 genomic_data 	 drMalDome24 	 illumina
dicots 	 Malus_domestica 	 genomic_data 	 drMalDome25 	 illumina
dicots 	 Malus_domestica 	 genomic_data 	 drMalDome26 	 illumina
dicots 	 Malus_domestica 	 genomic_data 	 drMalDome27 	 illumina
dicots 	 Malus_domestica 	 genomic_data 	 drMalDome28 	 illumina
dicots 	 Malus_domestica 	 genomic_data 	 drMalDome29 	 illumina
dicots 	 Malus_domestica 	 genomic_data 	 drMalDome2 	 illumina
dicots 	 Malus_domestica 	 genomic_data 	 drMalDome30 	 illumina
dicots 	 Malus_domestica 	 genomic_data 	 drMalDome31 	 illumina
dicots 	 Malus_domestica 	 genomic_data 	 drMalDome32 	 illumina
dicots 	 Malus_domestica 	 genomic_data 	 drMalDome33 	 illumina
dicots 	 Malus_domestica 	 genomic_data 	 drMalDome34 	 illumina
dicots 	 Malus_domestica 	 genomic_data 	 drMalDome35 	 illumina
dicots 	 Malus_domestica 	 genomic_data 	 drMalDome36 	 illumina
dicots 	 Malus_domestica 	 genomic_data 	 drMalDome37 	 illumina
dicots 	 Malus_domestica 	 genomic_data 	 drMalDome38 	 illumina
dicots 	 Malus_domestica 	 genomic_data 	 drMalDome39 	 illumina
dicots 	 Malus_domestica 	 genomic_data 	 drMalDome3 	 illumina
dicots 	 Malus_domestica 	 genomic_data 	 drMalDome40 	 illumina
dicots 	 Malus_domestica 	 genomic_data 	 drMalDome41 	 illumina
dicots 	 Malus_domestica 	 genomic_data 	 drMalDome42 	 illumina
dicots 	 Malus_domestica 	 genomic_data 	 drMalDome43 	 illumina
dicots 	 Malus_domestica 	 genomic_data 	 drMalDome44 	 illumina
dicots 	 Malus_domestica 	 genomic_data 	 drMalDome45 	 illumina
dicots 	 Malus_domestica 	 genomic_data 	 drMalDome4 	 illumina
dicots 	 Malus_domestica 	 genomic_data 	 drMalDome5 	 10x
dicots 	 Malus_domestica 	 genomic_data 	 drMalDome57 	 illumina
dicots 	 Malus_domestica 	 genomic_data 	 drMalDome58 	 10x
dicots 	 Malus_domestica 	 genomic_data 	 drMalDome58 	 hic-arima2
dicots 	 Malus_domestica 	 genomic_data 	 drMalDome58 	 pacbio
dicots 	 Malus_domestica 	 genomic_data 	 drMalDome5 	 hic-arima2
dicots 	 Malus_domestica 	 genomic_data 	 drMalDome5 	 pacbio
dicots 	 Malus_domestica 	 genomic_data 	 drMalDome6 	 illumina
dicots 	 Malus_domestica 	 genomic_data 	 drMalDome7 	 illumina
dicots 	 Malus_domestica 	 genomic_data 	 drMalDome8 	 illumina
dicots 	 Malus_domestica 	 genomic_data 	 drMalDome9 	 illumina
dicots 	 Malus_sylvestris 	 genomic_data 	 drMalSylv13 	 hic-arima2
dicots 	 Malus_sylvestris 	 genomic_data 	 drMalSylv1 	 illumina
dicots 	 Malus_sylvestris 	 genomic_data 	 drMalSylv3 	 illumina
dicots 	 Malus_sylvestris 	 genomic_data 	 drMalSylv4 	 illumina
dicots 	 Malus_sylvestris 	 genomic_data 	 drMalSylv5 	 illumina
dicots 	 Malus_sylvestris 	 genomic_data 	 drMalSylv6 	 illumina
dicots 	 Malus_sylvestris 	 genomic_data 	 drMalSylv7 	 10x
dicots 	 Malus_sylvestris 	 genomic_data 	 drMalSylv7 	 hic-arima2
dicots 	 Malus_sylvestris 	 genomic_data 	 drMalSylv7 	 pacbio
dicots 	 Malus_sylvestris 	 genomic_data 	 drMalSylv80 	 illumina
dicots 	 Malus_sylvestris 	 genomic_data 	 drMalSylv82 	 illumina
dicots 	 Malus_sylvestris 	 genomic_data 	 drMalSylv83 	 illumina
dicots 	 Malus_sylvestris 	 genomic_data 	 drMalSylv84 	 illumina
dicots 	 Malus_sylvestris 	 genomic_data 	 drMalSylv85 	 illumina
dicots 	 Malus_x_robusta 	 genomic_data 	 drMalRobu1 	 hic-arima2
dicots 	 Malus_x_robusta 	 genomic_data 	 drMalRobu1 	 illumina
dicots 	 Malus_x_robusta 	 genomic_data 	 drMalRobu1 	 pacbio
dicots 	 Malva_arborea 	 genomic_data 	 ddMalArbo1 	 hic-arima2
dicots 	 Malva_arborea 	 genomic_data 	 ddMalArbo1 	 pacbio
dicots 	 Malva_moschata 	 genomic_data 	 ddMalMosc1 	 hic-arima2
dicots 	 Malva_neglecta 	 genomic_data 	 ddMalNegl1 	 hic-arima2
dicots 	 Malva_sylvestris 	 genomic_data 	 ddMalSylv1 	 hic-arima2
dicots 	 Matricaria_chamomilla 	 genomic_data 	 daMatCham1 	 hic-arima2
dicots 	 Matricaria_chamomilla 	 genomic_data 	 daMatCham1 	 pacbio
dicots 	 Matricaria_discoidea 	 genomic_data 	 daMatDisc1 	 pacbio
dicots 	 Matthiola_sinuata 	 genomic_data 	 ddMatSinu1 	 hic-arima2
dicots 	 Meconopsis_cambrica 	 genomic_data 	 dmMecCamb1 	 hic-arima2
dicots 	 Meconopsis_cambrica 	 genomic_data 	 dmMecCamb1 	 pacbio
dicots 	 Medicago_arabica 	 genomic_data 	 drMedArab1 	 10x
dicots 	 Medicago_arabica 	 genomic_data 	 drMedArab1 	 hic-arima2
dicots 	 Medicago_arabica 	 genomic_data 	 drMedArab1 	 pacbio
dicots 	 Medicago_lupulina 	 genomic_data 	 drMedLupu1 	 hic-arima2
dicots 	 Medicago_lupulina 	 genomic_data 	 drMedLupu1 	 pacbio
dicots 	 Medicago_sativa 	 genomic_data 	 drMedSati1 	 hic-arima2
dicots 	 Medicago_sativa 	 genomic_data 	 drMedSati1 	 pacbio
dicots 	 Melampyrum_pratense 	 genomic_data 	 daMelPrat1 	 hic-arima2
dicots 	 Melampyrum_pratense 	 genomic_data 	 daMelPrat1 	 pacbio
dicots 	 Melampyrum_pratense 	 genomic_data 	 daMelPrat2 	 pacbio
dicots 	 Melampyrum_sylvaticum 	 genomic_data 	 daMelSylv1 	 10x
dicots 	 Melampyrum_sylvaticum 	 genomic_data 	 daMelSylv1 	 pacbio
dicots 	 Melampyrum_sylvaticum 	 genomic_data 	 daMelSylv3 	 hic-arima2
dicots 	 Melampyrum_sylvaticum 	 genomic_data 	 daMelSylv3 	 pacbio
dicots 	 Melampyrum_sylvaticum 	 genomic_data 	 daMelSylv4 	 pacbio
dicots 	 Melittis_melissophyllum 	 genomic_data 	 daMelMeli1 	 hic-arima2
dicots 	 Melittis_melissophyllum 	 genomic_data 	 daMelMeli1 	 pacbio
dicots 	 Mentha_aquatica 	 genomic_data 	 daMenAqua1 	 hic-arima2
dicots 	 Mentha_aquatica 	 genomic_data 	 daMenAqua1 	 pacbio
dicots 	 Mentha_arvensis 	 genomic_data 	 daMenArve1 	 hic-arima2
dicots 	 Mentha_arvensis 	 genomic_data 	 daMenArve1 	 pacbio
dicots 	 Menyanthes_trifoliata 	 genomic_data 	 daMenTrif1 	 hic-arima2
dicots 	 Menyanthes_trifoliata 	 genomic_data 	 daMenTrif1 	 pacbio
dicots 	 Mercurialis_annua 	 genomic_data 	 ddMerAnnu1 	 10x
dicots 	 Mercurialis_annua 	 genomic_data 	 ddMerAnnu1 	 hic-arima2
dicots 	 Mercurialis_annua 	 genomic_data 	 ddMerAnnu1 	 pacbio
dicots 	 Mercurialis_perennis 	 genomic_data 	 ddMerPere1 	 hic-arima2
dicots 	 Mercurialis_perennis 	 genomic_data 	 ddMerPere1 	 pacbio
dicots 	 Mercurialis_perennis 	 genomic_data 	 ddMerPere2 	 pacbio
dicots 	 Micranthes_stellaris 	 genomic_data 	 drMicStea2 	 hic-arima2
dicots 	 Mimulus_peregrinus 	 genomic_data 	 daMimPere1 	 hic-arima2
dicots 	 Mimulus_peregrinus 	 genomic_data 	 daMimPere1 	 pacbio
dicots 	 Misopates_orontium 	 genomic_data 	 daMisOron1 	 hic-arima2
dicots 	 Misopates_orontium 	 genomic_data 	 daMisOron1 	 pacbio
dicots 	 Moehringia_trinervia 	 genomic_data 	 dcMoeTrin1 	 hic-arima2
dicots 	 Moehringia_trinervia 	 genomic_data 	 dcMoeTrin1 	 pacbio
dicots 	 Mollugo_verticillata 	 genomic_data 	 dcMolVert1 	 hic-arima2
dicots 	 Mollugo_verticillata 	 genomic_data 	 dcMolVert1 	 pacbio
dicots 	 Monotropa_hypopitys 	 genomic_data 	 ddMonHypo1 	 hic-arima2
dicots 	 Monotropa_hypopitys 	 genomic_data 	 ddMonHypo1 	 pacbio
dicots 	 Montia_fontana 	 genomic_data 	 dcMonFont1 	 hic-arima2
dicots 	 Montia_fontana 	 genomic_data 	 dcMonFont1 	 pacbio
dicots 	 Myosotis_alpestris 	 genomic_data 	 daMyoAlpe1 	 hic-arima2
dicots 	 Myosotis_alpestris 	 genomic_data 	 daMyoAlpe1 	 pacbio
dicots 	 Myosotis_ramosissima 	 genomic_data 	 daMyoRamo1 	 hic-arima2
dicots 	 Myosotis_ramosissima 	 genomic_data 	 daMyoRamo1 	 pacbio
dicots 	 Myosotis_scorpioides 	 genomic_data 	 daMyoScor1 	 hic-arima2
dicots 	 Myosotis_scorpioides 	 genomic_data 	 daMyoScor1 	 pacbio
dicots 	 Myrica_gale 	 genomic_data 	 dhMyrGale1 	 hic-arima2
dicots 	 Myrica_gale 	 genomic_data 	 dhMyrGale1 	 pacbio
dicots 	 Myrica_gale 	 genomic_data 	 dhMyrGale2 	 hic-arima2
dicots 	 Myriophyllum_alterniflorum 	 genomic_data 	 drMyrAlte1 	 hic-arima2
dicots 	 Myriophyllum_aquaticum 	 genomic_data 	 drMyrAqua1 	 hic-arima2
dicots 	 Myriophyllum_aquaticum 	 genomic_data 	 drMyrAqua1 	 pacbio
dicots 	 Myriophyllum_spicatum 	 genomic_data 	 drMyrSpic1 	 hic-arima2
dicots 	 Myriophyllum_spicatum 	 genomic_data 	 drMyrSpic1 	 pacbio
dicots 	 Myrrhis_odorata 	 genomic_data 	 drMyrOdor1 	 hic-arima2
dicots 	 Myrrhis_odorata 	 genomic_data 	 drMyrOdor1 	 pacbio
dicots 	 Nasturtium_officinale 	 genomic_data 	 ddNasOffi1 	 hic-arima2
dicots 	 Nasturtium_officinale 	 genomic_data 	 ddNasOffi1 	 pacbio
dicots 	 Nigella_damascena 	 genomic_data 	 dmNigDama1 	 hic-arima2
dicots 	 Nuphar_lutea 	 genomic_data 	 dmNupLute1 	 hic-arima2
dicots 	 Nuphar_lutea 	 genomic_data 	 dmNupLute1 	 pacbio
dicots 	 Nuphar_pumila 	 genomic_data 	 dmNupPumi1 	 hic-arima2
dicots 	 Nuphar_pumila 	 genomic_data 	 dmNupPumi1 	 pacbio
dicots 	 Nymphaea_alba 	 genomic_data 	 dmNymAlba1 	 hic-arima2
dicots 	 Nymphaea_alba 	 genomic_data 	 dmNymAlba1 	 pacbio
dicots 	 Nymphoides_peltata 	 genomic_data 	 daNymPelt1 	 10x
dicots 	 Nymphoides_peltata 	 genomic_data 	 daNymPelt1 	 hic-arima2
dicots 	 Nymphoides_peltata 	 genomic_data 	 daNymPelt1 	 pacbio
dicots 	 Odontites_vernus 	 genomic_data 	 daOdoVern1 	 hic-arima2
dicots 	 Odontites_vernus 	 genomic_data 	 daOdoVern1 	 pacbio
dicots 	 Oenanthe_crocata 	 genomic_data 	 drOenCroc1 	 hic-arima2
dicots 	 Oenanthe_crocata 	 genomic_data 	 drOenCroc1 	 pacbio
dicots 	 Oenanthe_lachenalii 	 genomic_data 	 drOenLach1 	 hic-arima2
dicots 	 Oenanthe_lachenalii 	 genomic_data 	 drOenLach1 	 pacbio
dicots 	 Oenanthe_pimpinelloides 	 genomic_data 	 drOenPimp1 	 hic-arima2
dicots 	 Oenanthe_pimpinelloides 	 genomic_data 	 drOenPimp1 	 pacbio
dicots 	 Onobrychis_viciifolia 	 genomic_data 	 drOnoVici1 	 10x
dicots 	 Onobrychis_viciifolia 	 genomic_data 	 drOnoVici1 	 hic-arima2
dicots 	 Onobrychis_viciifolia 	 genomic_data 	 drOnoVici1 	 pacbio
dicots 	 Ononis_reclinata 	 genomic_data 	 drOnoRecl1 	 hic-arima2
dicots 	 Ononis_reclinata 	 genomic_data 	 drOnoRecl1 	 pacbio
dicots 	 Ononis_repens 	 genomic_data 	 drOnoRepe1 	 10x
dicots 	 Ononis_repens 	 genomic_data 	 drOnoRepe1 	 hic-arima2
dicots 	 Ononis_repens 	 genomic_data 	 drOnoRepe1 	 pacbio
dicots 	 Onopordum_acanthium 	 genomic_data 	 daOnoAcan1 	 hic-arima2
dicots 	 Origanum_vulgare 	 genomic_data 	 daOriVulg1 	 hic-arima2
dicots 	 Origanum_vulgare 	 genomic_data 	 daOriVulg1 	 pacbio
dicots 	 Ornithopus_perpusillus 	 genomic_data 	 drOrnPerp1 	 hic-arima2
dicots 	 Ornithopus_perpusillus 	 genomic_data 	 drOrnPerp1 	 pacbio
dicots 	 Orobanche_alba 	 genomic_data 	 daOroAlba1 	 hic-arima2
dicots 	 Orobanche_alba 	 genomic_data 	 daOroAlba1 	 pacbio
dicots 	 Orobanche_hederae 	 genomic_data 	 daOroHede1 	 10x
dicots 	 Orobanche_hederae 	 genomic_data 	 daOroHede1 	 pacbio
dicots 	 Orobanche_hederae 	 genomic_data 	 daOroHede2 	 hic-arima2
dicots 	 Orobanche_hederae 	 genomic_data 	 daOroHede2 	 pacbio
dicots 	 Orobanche_minor 	 genomic_data 	 daOroMino1 	 hic-arima2
dicots 	 Orobanche_minor 	 genomic_data 	 daOroMino1 	 pacbio
dicots 	 Oxalis_acetosella 	 genomic_data 	 drOxaAcet2 	 hic-arima2
dicots 	 Oxybasis_chenopodioides 	 genomic_data 	 dcOxyChen1 	 hic-arima2
dicots 	 Oxyria_digyna 	 genomic_data 	 dcOxyDigy1 	 hic-arima2
dicots 	 Oxyria_digyna 	 genomic_data 	 dcOxyDigy1 	 pacbio
dicots 	 Oxytropis_halleri 	 genomic_data 	 drOxyHall1 	 hic-arima2
dicots 	 Oxytropis_halleri 	 genomic_data 	 drOxyHall1 	 pacbio
dicots 	 Papaver_rhoeas 	 genomic_data 	 dmPapRhoe1 	 10x
dicots 	 Papaver_rhoeas 	 genomic_data 	 dmPapRhoe1 	 hic-arima2
dicots 	 Papaver_rhoeas 	 genomic_data 	 dmPapRhoe1 	 pacbio
dicots 	 Papaver_somniferum 	 genomic_data 	 dmPapSomn1 	 hic-arima2
dicots 	 Papaver_somniferum 	 genomic_data 	 dmPapSomn1 	 pacbio
dicots 	 Parietaria_judaica 	 genomic_data 	 drParJuda1 	 10x
dicots 	 Parietaria_judaica 	 genomic_data 	 drParJuda1 	 hic-arima2
dicots 	 Parietaria_judaica 	 genomic_data 	 drParJuda1 	 pacbio
dicots 	 Parnassia_palustris 	 genomic_data 	 drParPalu2 	 hic-arima2
dicots 	 Parnassia_palustris 	 genomic_data 	 drParPalu2 	 pacbio
dicots 	 Paulownia_tomentosa 	 genomic_data 	 daPauTome1 	 hic-arima2
dicots 	 Pedicularis_palustris 	 genomic_data 	 daPedPalu1 	 hic-arima2
dicots 	 Pedicularis_palustris 	 genomic_data 	 daPedPalu1 	 pacbio
dicots 	 Pedicularis_sylvatica 	 genomic_data 	 daPedSylv1 	 hic-arima2
dicots 	 Pedicularis_sylvatica 	 genomic_data 	 daPedSylv1 	 pacbio
dicots 	 Pentaglottis_sempervirens 	 genomic_data 	 daPenSemp1 	 hic-arima2
dicots 	 Pentaglottis_sempervirens 	 genomic_data 	 daPenSemp1 	 htag
dicots 	 Pentaglottis_sempervirens 	 genomic_data 	 daPenSemp1 	 pacbio
dicots 	 Persicaria_amphibia 	 genomic_data 	 dcPerAmph1 	 hic-arima2
dicots 	 Persicaria_amphibia 	 genomic_data 	 dcPerAmph1 	 pacbio
dicots 	 Persicaria_hydropiper 	 genomic_data 	 dcPerHydr1 	 hic-arima2
dicots 	 Persicaria_maculosa 	 genomic_data 	 dcPerMacu1 	 10x
dicots 	 Persicaria_maculosa 	 genomic_data 	 dcPerMacu1 	 hic-arima2
dicots 	 Persicaria_maculosa 	 genomic_data 	 dcPerMacu1 	 pacbio
dicots 	 Persicaria_nepalensis 	 genomic_data 	 dcPerNepa1 	 hic-arima2
dicots 	 Persicaria_nepalensis 	 genomic_data 	 dcPerNepa1 	 pacbio
