species	tolid	p	k	Homozygous_aa_min	Homozygous_aa_max	Heterozygous_ab_min	Heterozygous_ab_max	Genome_Haploid_Length_min_bp	Genome_Haploid_Length_max_bp	Genome_Repeat_Length_min_bp	Genome_Repeat_Length_max_bp	Genome_Unique_Length_min_bp	Genome_Unique_Length_max_bp	Model_Fit_min_percent	Model_Fit_max_percent	Read_Error_Rate_min_percent	Read_Error_Rate_max_percent
Sorbus_cuneifolia	drSorCune1	2	31	97.461	97.6089	2.39107	2.53898	NA	1245922290	1114769844	1121615097	127350494	128132491	73.5424	90.0862	0.131964	0.131964
Sorbus_devoniensis	drSorDevo1	2	31	99.5951	100	0	0.404859	NA	1223722881	778303267	811445036	420429418	438332175	62.9406	80.5572	0.323735	0.323735
Sorbus_hibernica	drSorHibe1	4	31	NA	NA	NA	NA	NA	577800711	235384798	237026188	340415298	342789089	83.188	97.0687	0.143192	0.143192
Sorbus_rupicola	drSorRupi1	4	31	NA	NA	NA	NA	NA	639869662	293937977	297423712	342182125	346239974	81.1582	92.6549	0.239173	0.239173
Spergula_arvensis	dcSpeArve1	2	31	99.9793	100	0	0.0207003	NA	362168532	145643094	145908261	216196344	216589965	82.9214	96.8518	0.0716504	0.0716504
Spergularia_bocconei	dcSpeBocc1	2	31	83.2375	100	0	16.7625	NA	268226001	107329216	107451913	160743644	160927403	87.8229	94.1864	0.18627	0.18627
Spergularia_marina	dcSpeMari1	2	31	94.3274	94.5535	5.44647	5.67263	NA	274295966	117141033	117291201	156979342	157180580	85.8954	94.6738	0.139006	0.139006
Spergularia_media	dcSpeMedi1	2	31	99.8511	99.8692	0.130758	0.148879	NA	303980270	120504447	120654977	183286199	183515154	84.7765	94.3817	0.11583	0.11583
Spergularia_rubra	dcSpeRubr1	2	31	95.21	95.3307	4.66931	4.79005	NA	244477729	94640090	94809897	149618706	149887158	87.4187	94.3699	0.183896	0.183896
Spinacia_oleracea	dcSpiOler1	2	31	99.8478	99.8927	0.107265	0.152193	NA	918832357	567964078	569791195	349395096	350519085	72.6367	97.5973	0.0754707	0.0754707
Spiraea_salicifolia	drSpiSali1	4	31	NA	NA	NA	NA	NA	96331268	72544925	73029282	23466890	23623570	79.1676	92.0716	0.936464	0.936464
Stachys_alpina	daStaAlpi1	2	31	99.8892	99.9213	0.0787304	0.110831	NA	775314556	466485230	467736801	307792032	308617832	73.7131	94.1175	0.119456	0.119456
Stachys_palustris	daStaPalu1	6	31	NA	NA	NA	NA	NA	485419858	226980284	228699086	256615473	258558687	66.7362	97.0162	0.156162	0.156162
Stachys_sylvatica	daStaSylv1	2	31	99.7772	99.8784	0.121591	0.22277	NA	1234147817	729354155	732027030	502540518	504382186	73.2427	96.9176	0.280941	0.280941
Stellaria_graminea	dcSteGram1	2	31	98.6534	98.6924	1.30759	1.34662	NA	940816101	562628590	564780152	376395465	377834848	73.5635	96.5296	0.0999199	0.0999199
Stellaria_holostea	dcSteHolo1	2	31	99.1276	99.1874	0.812609	0.872377	NA	1158426381	732487972	738689544	421075700	424640716	68.331	90.6958	0.217226	0.217226
Stellaria_media	dcSteMedi1	2	31	98.9606	99.0205	0.979486	1.03936	NA	1785209549	1185382945	1195722779	592107937	597272764	64.8912	90.589	0.722834	0.722834
Stellaria_palustris	dcStePalu1	2	31	96.6387	98.3118	1.68823	3.3613	NA	979232916	798544624	852262071	149828130	159906946	61.7706	83.9185	0.716151	0.716151
Suaeda_maritima	dcSuaMari1	4	31	NA	NA	NA	NA	NA	447771890	242195267	243141110	204705685	205505119	78.4907	88.8426	0.417495	0.417495
Suaeda_vera	dcSuaVera1	4	31	NA	NA	NA	NA	NA	467085997	205949412	206784393	260193555	261248458	84.8455	97.0285	0.199043	0.199043
Succisa_pratensis	daSucPrat4	2	31	98.8183	98.8901	1.10993	1.18166	NA	2387936903	1756702560	1773180261	620139106	625955952	57.8678	96.3998	0.0989765	0.0989765
Symphytum_orientale	daSymOrie1	2	31	99.5419	99.5904	0.409622	0.458079	NA	944655465	596325542	600316614	345189756	347500033	75.5733	91.7055	0.211248	0.211248
Symphytum_tuberosum	daSymTube1	4	31	NA	NA	NA	NA	NA	1154411449	656521147	916430900	334188492	466490168	68.427	84.672	0.137336	0.137336
Syringa_vulgaris	daSyrVulg1	2	31	98.8153	98.8391	1.16091	1.18467	NA	1164909735	538928043	539896367	624937038	626059899	82.1784	93.7577	0.0991286	0.0991286
Tamarix_gallica	dcTamGall1	2	31	94.6465	94.8524	5.14763	5.35349	NA	1413124367	507346287	511434371	900130267	907383318	82.8926	96.7497	0.197383	0.197383
Tanacetum_parthenium	daTanPart1	2	31	99.8967	100	0	0.10331	NA	3654068983	2211114722	2236766489	1422001398	1438498438	65.5042	83.9504	0.120004	0.120004
Tanacetum_vulgare	daTanVulg1	6	31	NA	NA	NA	NA	NA	1546641002	1201163935	1212749816	338089229	341350284	47.5988	92.4165	0.176619	0.176619
Taraxacum_amarellum	daTarAmar1	6	31	NA	NA	NA	NA	NA	853298820	568861470	575346812	279628134	282816053	73.3388	93.7722	0.059114	0.059114
Tellima_grandiflora	drTelGran1	2	31	99.8804	99.9109	0.0890691	0.119587	NA	570866507	308453444	309108853	261807854	262364150	77.8457	90.8256	0.167966	0.167966
Tephroseris_palustris	daTepPalu1	2	31	99.2092	99.3183	0.681723	0.790845	NA	4588845143	3716344966	3751992542	850700933	858860947	55.1221	96.6539	0.0614065	0.0614065
Teucrium_botrys	daTeuBotr5	2	31	99.8786	99.8958	0.104176	0.121416	NA	315312058	148418029	148694258	166601152	166911223	82.4008	98.3274	0.0964978	0.0964978
Teucrium_chamaedrys	daTeuCham1	4	31	NA	NA	NA	NA	NA	824772496	495313125	518832617	310765259	325521664	69.4252	95.1349	0.116781	0.116781
Teucrium_scorodonia	daTeuScoo1	2	31	99.1744	99.2233	0.776716	0.825597	NA	1040322902	623124496	625800672	414973986	416756204	69.2459	96.6855	0.137668	0.137668
Thalictrum_alpinum	dmThaAlpi1	2	31	98.7635	98.7926	1.20739	1.23649	NA	557652445	308679900	309552053	248186961	248888196	77.448	95.0945	0.0722482	0.0722482
Thalictrum_flavum	dmThaFlav1	4	31	NA	NA	NA	NA	NA	751891668	533617298	552530407	205405749	212685988	75.4128	94.5375	0.116502	0.116502
Thalictrum_minus	dmThaMinu1	6	31	NA	NA	NA	NA	NA	312140983	162928161	163398081	148763975	149193042	87.1093	94.8364	0.0939349	0.0939349
Thesium_humifusum	drTheHumi2	2	31	99.4577	99.4943	0.505697	0.542325	NA	455959256	238308989	239553293	216466080	217596334	84.7716	92.5591	0.153401	0.153401
Thymus_drucei	daThyDruc1	2	31	97.6463	97.7794	2.22062	2.35368	NA	421754485	260029176	269198691	154542354	159992044	68.9184	96.3195	0.789651	0.789651
Thymus_pulegioides	daThyPule2	4	31	NA	NA	NA	NA	NA	444842388	273921954	280485726	165715456	169686363	77.3214	95.8789	0.421791	0.421791
Thymus_serpyllum	daThySerp1	2	31	0	100	0	100	NA	1505222876	9225119	Inf	96528	Inf	62.0756	13.9176	0.155275	0.155275
Tilia_cordata	ddTilCord2	2	31	99.0968	99.1141	0.885885	0.903156	NA	950112263	341778822	342321532	607580297	608545072	85.0683	96.6592	0.153365	0.153365
Tolmiea_menziesii	drTolMenz1	2	31	98.6338	98.686	1.314	1.36615	NA	909527683	759956859	764793156	146695049	147628603	76.8883	93.9427	0.191066	0.191066
Torilis_japonica	drTorJapo1	2	31	99.9241	99.9489	0.0511355	0.0759154	NA	566064075	272314073	272836895	293207643	293770580	78.3809	94.2845	0.122667	0.122667
Tragopogon_porrifolius	daTraPorr1	2	31	99.2455	100	0	0.754499	NA	2580221916	1792057864	1875884397	730513629	764684637	58.2454	95.0159	0.0701957	0.0701957
Tragopogon_pratensis	daTraPrat1	2	31	87.3581	99.2744	0.72561	12.6419	NA	1073695544	730689802	737057506	338367722	341316477	57.2295	83.612	0.147994	0.147994
Trifolium_arvense	drTriArve1	2	31	99.619	99.641	0.359038	0.381016	NA	420203059	177349501	177669833	242474753	242912716	82.9252	97.2495	0.0857505	0.0857505
Trifolium_bocconei	drTriBocc1	2	31	99.7762	100	0	0.223842	NA	687611291	391994142	393806477	294034923	295394356	73.9936	97.6721	0.0628755	0.0628755
Trifolium_campestre	drTriCamp1	2	31	8.95451	100	0	91.0455	NA	180798512	69026849	69204201	111539993	111826576	84.1139	87.8879	0.240421	0.240421
Trifolium_dubium	drTriDubi3	4	31	NA	NA	NA	NA	NA	368292040	169655982	170044301	198215536	198669224	85.5587	95.5686	0.152298	0.152298
Trifolium_fragiferum	drTriFrag1	2	31	99.3358	99.4185	0.581536	0.664159	NA	545579090	251218758	252159063	293343095	294441071	75.9067	98.4165	0.121295	0.121295
Trifolium_incarnatum	drTriInca1	2	31	99.785	100	0	0.215037	NA	593269966	332504891	333998462	259438586	260603952	75.1107	98.301	0.0615868	0.0615868
Trifolium_medium	drTriMedi1	2	31	97.5072	97.9813	2.01869	2.49279	NA	1351003855	1173690927	1210020226	157031853	161892465	64.1435	92.5309	0.378095	0.378095
Trifolium_occidentale	drTriOcci1	2	31	69.1049	100	0	30.8951	NA	298970298	162068373	162310319	136679096	136883140	80.687	85.0087	0.180455	0.180455
Trifolium_ochroleucon	drTriOchr1	5	31	NA	NA	NA	NA	NA	1495150346	877883968	3783554087	43148289	185962941	77.2928	84.074	0.0358514	0.0358514
Trifolium_pratense	drTriPrat1	2	31	98.6581	98.6848	1.31519	1.3419	NA	441713492	216048294	216612697	225089737	225677760	78.9224	95.8998	0.208536	0.208536
Trifolium_repens	drTriRepe1	4	31	NA	NA	NA	NA	NA	517524836	274048044	274701770	242860998	243440329	84.8265	94.5148	0.0863469	0.0863469
Trifolium_scabrum	drTriScab1	2	31	99.9437	99.9926	0.00742568	0.056262	NA	544561866	274260218	275971324	268613423	270289299	80.4609	91.8442	0.0708721	0.0708721
Trifolium_striatum	drTriStri1	2	31	99.788	99.8277	0.172319	0.211991	NA	434749038	170317042	170658002	263997701	264526201	82.2281	98.0376	0.0775899	0.0775899
Trifolium_strictum	drTriStrc1	2	31	86.7487	99.909	0.0910457	13.2513	NA	112925284	80633341	83646065	30258299	31388847	43.8964	62.4392	1.24364	1.24364
Trifolium_subterraneum	drTriSubt1	2	31	54.6069	100	0	45.3931	NA	258951553	118999295	119202108	139731965	139970114	81.5231	88.4794	0.260527	0.260527
Trinia_glauca	drTriGlau1	2	31	95.6037	96.8068	3.19317	4.39629	NA	1364810279	1144169959	1202908919	187317957	196934414	41.6382	82.4402	1.88181	1.88181
Tripleurospermum_maritimum	daTriMari1	2	31	91.7421	96.8053	3.19473	8.25791	NA	1243366530	909368607	917355563	328585238	331471192	60.0678	84.7182	0.385466	0.385466
Tripolium_pannonicum	daTriPann2	2	31	99.3975	99.5964	0.403577	0.602542	NA	8478693487	5760821487	5802040104	2687755006	2706985864	63.9894	97.8996	0.0843342	0.0843342
Trocdaris_verticillatum	drTroVert1	2	31	99.024	99.0459	0.954123	0.975982	NA	633625162	358798693	359416316	274282056	274754196	79.8731	96.1946	0.0985384	0.0985384
Trollius_europaeus	dmTroEuro1	2	31	96.5984	97.3874	2.61258	3.40156	NA	206583358	171956833	182810734	28493857	30292387	46.3679	87.2944	2.3014	2.3014
Trollius_europaeus	dmTroEuro2	2	31	88.4186	98.9544	1.04555	11.5814	NA	1831486421	1266452550	1289982078	548330533	558518012	51.9937	84.2334	0.61274	0.61274
Turritis_glabra	ddTurGlab1	2	31	99.8998	99.9204	0.0796219	0.100242	NA	236443183	86889125	86961877	149455154	149580293	88.8039	96.7169	0.0780033	0.0780033
Tussilago_farfara	daTusFarf1	2	31	98.8072	98.83	1.17001	1.19275	NA	1706265960	963401769	965148741	741319973	742664236	82.0141	95.945	0.11715	0.11715
Ulex_europaeus	drUleEuro1	6	31	NA	NA	NA	NA	NA	1035805872	508174410	518795126	517029012	527834786	83.8057	95.9848	0.219578	0.219578
Ulex_europaeus	drUleEuro2	6	31	NA	NA	NA	NA	NA	999612468	501024225	502073837	497543371	498585692	88.9813	92.8303	0.137272	0.137272
Ulex_minor	drUleMino1	2	31	98.7167	98.736	1.26402	1.28334	NA	953390656	424573040	425141148	528180617	528887359	85.2412	96.0751	0.183028	0.183028
Ulmus_glabra	drUlmGlab3	2	31	98.2347	98.3072	1.69281	1.76527	NA	1848682668	1040955222	1048757341	800850906	806853407	70.2188	97.3741	0.110795	0.110795
Ulmus_minor	drUlmMino1	2	31	97.6462	97.7122	2.28775	2.35378	NA	1644974021	895930859	904506521	741245130	748340172	71.9462	96.5403	0.169488	0.169488
Ulmus_plotii	drUlmPlot1	2	31	46.5974	100	0	53.4026	NA	301331880	145894856	146310417	155009092	155450614	79.1549	87.529	1.16108	1.16108
Ulmus_procera	drUlmProc1	2	31	87.0551	99.8444	0.155587	12.9449	NA	718831098	456406867	464810258	255926291	260638422	56.9401	84.9898	0.933519	0.933519
Umbilicus_rupestris	drUmbRupe1	2	31	99.9098	99.9323	0.0676516	0.0901741	NA	425107702	227991891	228461881	196678547	197083987	79.5431	96.5382	0.124225	0.124225
Urtica_dioica	drUrtDioi1	2	31	98.6441	98.6948	1.30524	1.35587	NA	961554048	832483674	838013886	125897636	126733977	52.4709	95.6158	0.276841	0.276841
Urtica_urens	drUrtUren1	2	31	99.8032	99.8315	0.168538	0.196795	NA	438762965	211341189	211828269	226917328	227440306	62.0429	97.8137	0.134804	0.134804
Utricularia_minor	daUtrMino3	2	31	99.1507	99.2063	0.793689	0.849333	NA	198886921	37468201	37577397	161129747	161599339	88.9388	95.1988	1.84044	1.84044
Utricularia_vulgaris	daUtrVulg1	2	31	99.2128	99.2417	0.758283	0.787248	NA	196341028	44243676	44392804	151767570	152279118	87.9485	93.3332	1.26485	1.26485
Vaccinium_myrtillus	ddVacMyrt1	2	31	99.1149	99.1365	0.863545	0.885097	NA	561594008	225957226	226438808	335039593	335753662	84.8089	93.7586	0.101551	0.101551
Vaccinium_oxycoccos	ddVacOxyc1	4	31	NA	NA	NA	NA	NA	490505058	135456017	136530461	353118994	355919953	86.9139	97.833	0.102438	0.102438
Vaccinium_uliginosum	ddVacUlig1	4	31	NA	NA	NA	NA	NA	869206981	462631493	466525360	402948057	406339582	77.6976	92.2367	0.232125	0.232125
Vaccinium_vitis_idaea	ddVacViti1	2	31	98.8619	98.8913	1.10874	1.1381	NA	524382176	191743902	192480619	331634741	332908946	83.3385	98.7468	0.177055	0.177055
Valeriana_officinalis	daValOffi3	4	31	NA	NA	NA	NA	NA	1702456056	998227444	5293106906	13533745	71762761	71.5784	86.5451	0.0943986	0.0943986
Valeriana_pyrenaica	daValPyre1	2	31	99.7479	100	0	0.252137	NA	610964583	436864286	439886090	172001782	173191524	68.3826	97.2777	0.131777	0.131777
Valerianella_locusta	daValLocu1	2	31	99.8259	99.8521	0.14791	0.17405	NA	223626107	106306402	106547090	117067121	117332173	84.7867	90.7322	0.102878	0.102878
Verbascum_nigrum	daVerNigr1	2	31	99.3159	99.3341	0.665873	0.684084	NA	368178062	133104086	133310832	234788480	235153169	86.047	98.0732	0.186726	0.186726
Verbascum_thapsus	daVerThap1	2	31	99.1914	99.2874	0.712568	0.80863	NA	674061151	487077099	493812972	182386775	184909033	74.4121	86.939	0.370778	0.370778
Verbena_officinalis	daVerOffi1	2	31	99.7523	99.7814	0.218577	0.247653	NA	328309853	141554882	141880960	186377701	186807032	83.4702	97.5688	0.158424	0.158424
Veronica_anagallis_aquatica	daVerAnag1	4	31	NA	NA	NA	NA	NA	262699213	183358863	184080817	78825205	79135570	76.6964	92.1654	0.117498	0.117498
Veronica_arvensis	daVerArve1	2	31	99.8914	99.9139	0.0861081	0.108585	NA	412887152	164166756	164507627	248292631	248808178	82.8231	97.9141	0.119982	0.119982
Veronica_beccabunga	daVerBecc1	2	31	61.0402	100	0	38.9598	NA	332628684	189915699	190214342	142451865	142675871	80.5612	86.3867	0.19479	0.19479
Veronica_chamaedrys	daVerCham1	4	31	NA	NA	NA	NA	NA	741710340	431162742	443854619	299943116	308772360	71.8483	96.7748	0.221235	0.221235
Veronica_filiformis	daVerFili1	2	31	98.6796	98.7062	1.2938	1.32038	NA	370295149	211055042	211531579	158823008	159181611	84.2151	93.2594	0.162364	0.162364
Veronica_hederifolia	daVerHede1	6	31	NA	NA	NA	NA	NA	227939854	163816941	164279434	63802056	63982184	86.0168	87.8087	0.131211	0.131211
Veronica_hederifolia	daVerHede4	2	31	96.574	97.37	2.62996	3.42603	NA	29319282	25587443	27036085	2946349	3113158	18.3826	83.862	2.72153	2.72153
Veronica_hederifolia	daVerHede7	2	31	94.3314	95.3551	4.64486	5.6686	NA	576161772	390626768	397449514	180589715	183743922	68.1419	93.7427	0.314138	0.314138
Veronica_montana	daVerMont1	2	31	97.0024	97.1215	2.87851	2.99755	NA	1459315185	696579215	720541741	738470284	763873875	71.5256	92.8867	0.606336	0.606336
Veronica_officinalis	daVerOffc1	4	31	NA	NA	NA	NA	NA	472335050	284917785	285693911	186775684	187284467	81.4262	92.2631	0.0977364	0.0977364
Veronica_persica	daVerPers1	2	31	90.3095	96.1524	3.84762	9.69047	NA	426660397	274089386	274858890	151973765	152400430	75.8453	90.8272	0.112038	0.112038
Veronica_praecox	daVerPrae1	2	31	99.7826	99.8227	0.17731	0.217373	NA	727889609	459449097	460822843	267355566	268154956	73.2786	95.7632	0.600139	0.600139
Veronica_scutellata	daVerScut1	2	31	99.7087	99.7364	0.263604	0.291284	NA	779451099	404928753	405966707	373525917	374483375	78.644	97.4834	0.0829518	0.0829518
Veronica_serpyllifolia	daVerSerp1	2	31	99.7938	99.8184	0.181622	0.206237	NA	393811611	168729706	169113628	224634890	225146016	82.5554	93.4093	0.20434	0.20434
Veronica_spicata	daVerSpic1	2	31	98.7723	98.8382	1.16176	1.22772	NA	1338664082	1181614024	1191524919	151482671	152753246	66.9223	94.944	0.123775	0.123775
Veronica_triphyllos	daVerTrip1	2	31	99.9456	99.9761	0.0239313	0.0544237	NA	652801242	388132638	389087751	263867372	264516694	76.5817	97.1096	0.0578628	0.0578628
Veronica_verna	daVerVern1	2	31	99.8327	99.858	0.141966	0.167339	NA	550114855	254089707	254623828	295448164	296069224	81.4716	94.2795	0.152624	0.152624
Viburnum_lantana	daVibLant1	2	31	99.5357	100	0	0.464341	NA	3947956021	2803640453	2875116903	1095241758	1123164023	55.6659	85.8508	0.177023	0.177023
Viburnum_opulus	daVibOpul1	2	31	99.2387	99.3048	0.695198	0.761282	NA	3875549732	2579789417	2598397512	1281883186	1291129446	63.5665	97.4868	0.0871634	0.0871634
Vicia_cracca	drVicCrac1	6	31	NA	NA	NA	NA	NA	1296915427	888829619	930220944	379231885	396892086	72.0558	87.2989	0.260302	0.260302
Vicia_hirsuta	drVicHirs1	2	31	82.183	100	0	17.817	NA	1745037615	1033060384	1036340057	709215999	711467557	67.5364	86.8379	0.0991229	0.0991229
Vicia_lathyroides	drVicLath1	2	31	99.8454	100	0	0.154603	NA	2252619432	1305041103	1308971624	944196297	947040026	72.9498	99.2148	0.0683321	0.0683321
Vicia_lutea	drVicLute1	2	31	87.3627	99.2004	0.799647	12.6373	NA	3111817280	2170267598	2189881314	927614154	935997434	55.7647	84.1757	0.10691	0.10691
Vicia_parviflora	drVicParv1	2	31	99.7857	100	0	0.214292	NA	2864673472	1643422389	1649560355	1215921399	1220462705	70.584	98.505	0.0706368	0.0706368
Vicia_sativa	drVicSati1	2	31	99.9349	99.9827	0.0172741	0.0650641	NA	1900213730	1170774099	1174884118	726115935	728664975	69.3202	98.3061	0.0913755	0.0913755
Vicia_sepium	drVicSepi1	2	31	98.4742	98.5508	1.44922	1.52577	NA	3549276700	2648942394	2682728873	877984384	889182816	58.7095	96.4834	0.0917226	0.0917226
Vinca_minor	daVinMino1	2	31	98.5725	98.5978	1.40216	1.42747	NA	782842239	377489232	378570782	404234744	405392923	83.2143	98.2374	0.112247	0.112247
Viola_hirta	ddVioHirt1	4	31	NA	NA	NA	NA	NA	355727827	189389484	189861455	165896197	166309621	78.7968	91.0389	0.0921079	0.0921079
Viola_lutea	ddVioLute3	2	31	95.6196	97.0562	2.94381	4.38039	NA	1171462948	823149731	910973634	291844817	322982470	60.415	89.3583	0.545592	0.545592
Viola_odorata	ddVioOdor1	2	31	86.0235	99.5323	0.46775	13.9765	NA	371798337	202927258	203844496	168034590	168794112	65.976	87.1518	0.22565	0.22565
Viola_palustris	ddVioPalu1	2	31	99.8757	100	0	0.124348	NA	1835639486	1201720735	1208239394	628966956	632378748	65.7478	94.6978	0.113549	0.113549
Viola_riviniana	ddVioRivi1	2	31	95.516	96.845	3.15495	4.48404	NA	265823168	218415173	231630103	39825141	42234710	42.971	83.8345	2.09918	2.09918
Viola_stagnina	ddVioStag1	2	31	99.8327	100	0	0.167331	NA	637907578	304286656	305532512	332320339	333680975	76.0682	98.0227	0.314547	0.314547
Viola_tricolor	ddVioTric1	2	31	91.7815	96.8999	3.10014	8.21846	NA	905631894	618468325	622236589	284421316	286154266	72.9626	84.1051	0.192493	0.192493
Viscaria_vulgaris	dcVisVulg1	2	31	99.4472	99.482	0.518019	0.552752	NA	1944744068	1208632686	1212124486	733310243	735428813	72.3435	91.7092	0.0918343	0.0918343
Viscum_album	drVisAlbu1	2	31	98.8172	98.9258	1.07421	1.18285	NA	93521601642 bp 	28817213146 bp 28898265670 bp 		64573235958 bp 64754857396 bp 		86.966	99.2938	0.144072	0.144072
Vitis_vinifera	drVitVini1	2	31	98.6069	98.7247	1.27528	1.39305	NA	559458255	234330005	235992471	323157677	325450335	77.6214	98.6379	0.0889083	0.0889083
Agrostis_capillaris	lpAgrCapi2	4	31	NA	NA	NA	NA	NA	1309638933	920206779	926250584	385159443	387689123	74.8929	90.7575	0.226862	0.226862
Agrostis_gigantea	lpAgrGiga1	2	31	99.804	99.8714	0.128648	0.195971	NA	2471078962	1461499785	1466407833	1005443842	1008820350	71.4071	98.0563	0.420379	0.420379
Agrostis_stolonifera	lpAgrStol1	4	31	NA	NA	NA	NA	NA	1364211014	929708410	933383801	431816673	433523763	77.8852	85.1173	0.209033	0.209033
Aira_praecox	lpAirPrae1	2	31	99.659	100	0	0.341026	NA	2908111496	1757532990	1774686848	1136523820	1147616511	67.5082	98.5276	0.224223	0.224223
Alisma_plantago_aquatica	laAliPlan1	2	31	99.7726	100	0	0.227436	NA	9558915391	4780952231	4809042428	4750045771	4777954379	74.9253	99.1524	0.0947719	0.0947719
Allium_ampeloprasum	lsAllAmpe1	2	31	95.9301	96.9449	3.05513	4.06994	NA	15084070234 bp 	12933112522 bp 13612264751 bp 		1774665445	1867857860	41.6991	84.1411	1.03487	1.03487
Allium_paradoxum	lsAllPara2	2	31	96.6935	97.5405	2.45954	3.30647	NA	254215444	212977621	227515785	33115693	35376218	44.8433	87.1335	2.53754	2.53754
Allium_schoenoprasum	lsAllScho1	2	31	98.6421	98.7132	1.28678	1.35793	NA	7040617601	4900957197	4951164482	2103962712	2125516513	60.6031	97.471	0.0712046	0.0712046
Allium_scorodoprasum	lsAllScor1	2	31	96.4838	97.3342	2.66585	3.51622	NA	475956492	408141370	434669437	53291205	56754987	43.3537	85.8044	2.00327	2.00327
Allium_triquetrum	lsAllTriq1	2	31	95.4467	96.7223	3.27769	4.55334	NA	1843268972	1465317157	1537797003	334513100	351059319	44.5031	83.0067	2.40924	2.40924
Allium_ursinum	lsAllUrsi1	2	31	96.5961	97.3939	2.60612	3.40388	NA	391449958	332367061	353459074	47403373	50411591	46.0509	86.7022	2.37336	2.37336
Allium_vineale	lsAllVine1	4	31	NA	NA	NA	NA	NA	6381178542	5491887862	6532037631	381227059	453430506	60.009	73.9189	0.0558099	0.0558099
Alopecurus_geniculatus	lpAloGeni1	2	31	99.577	99.6086	0.391415	0.422986	NA	6295369809	4012827110	4023437978	2274241423	2280255058	74.1698	94.8669	0.0749653	0.0749653
Alopecurus_magellanicus	lpAloMage1	4	31	NA	NA	NA	NA	NA	5227884568	3658457468	5873530647	583636135	937008221	68.6258	81.8306	0.0576739	0.0576739
Alopecurus_pratensis	lpAloPrat1	4	31	NA	NA	NA	NA	NA	2615741556	1870988535	1900028111	724763836	736012882	65.9734	87.7827	0.139283	0.139283
Ammophila_arenaria	lpAmmAren1	2	31	99.4514	99.5118	0.488246	0.548647	NA	3785089053	2228508078	2238082763	1548484529	1555137523	70.8062	97.446	0.104886	0.104886
Anacamptis_pyramidalis	lsAnaPyra1	2	31	98.9609	99.0684	0.931596	1.03913	NA	5961497537	3216292001	3240400939	2723028439	2743439933	73.7646	98.5392	0.0863639	0.0863639
Anthoxanthum_odoratum	lpAntOdor1	2	31	96.7185	97.6011	2.39889	3.28155	NA	169503536	146782295	156932320	17239690	18431818	40.3047	83.9725	1.91304	1.91304
Aponogeton_distachyos	laApoDist1	2	31	99.6613	99.7165	0.283489	0.338699	NA	4556390483	3454037117	3470411131	1091604437	1096779236	64.2732	94.2123	0.100535	0.100535
Arrhenatherum_elatius	lpArrElat1	4	31	NA	NA	NA	NA	NA	3345307904	2333395618	2349666455	1000329587	1007304915	73.6084	94.0807	0.0960781	0.0960781
Arum_italicum	laAruItal1	2	31	98.5282	98.654	1.34598	1.47179	NA	4397543621	3154020000	3249631244	1178830956	1214566142	61.7112	94.0153	0.266561	0.266561
Arum_maculatum	laAruMacu1	4	31	NA	NA	NA	NA	NA	4071693041	2807987367	2885205950	1209219032	1242472094	65.2486	94.4727	0.0854278	0.0854278
Asparagus_officinalis	lsAspOffi1	4	31	NA	NA	NA	NA	NA	1369609045	770444968	866478550	523265797	588489261	69.0667	97.0692	0.116619	0.116619
Avenella_flexuosa	lpAveFlex1	2	31	96.1589	97.1441	2.85588	3.84105	NA	336961615	285148032	302367716	42218689	44768216	42.3206	84.8958	2.22131	2.22131
Avenella_flexuosa	lpAveFlex3	2	31	96.6349	97.5202	2.4798	3.36514	NA	135735183	115194773	123310292	16073785	17206190	40.7468	85.4142	2.64538	2.64538
Baldellia_ranunculoides	laBalRanu1	2	31	96.3782	97.2231	2.77693	3.62184	NA	278238053	229862508	243816488	40413556	42866892	45.6159	86.2797	3.51056	3.51056
Blysmopsis_rufa	lpBlyRufa1	2	31	82.8506	100	0	17.1494	NA	962345454	568941465	570676821	391940803	393136281	71.1104	89.5574	0.148517	0.148517
Bolboschoenus_maritimus	lpBolMari1	2	31	99.0571	99.0717	0.928317	0.942857	NA	325128774	164330263	164574095	160557656	160795890	94.7178	96.2174	0.0839215	0.0839215
Brachypodium_pinnatum	lpBraPinn1	4	31	NA	NA	NA	NA	NA	464537290	338409425	343338688	122793218	124581821	89.5329	97.826	0.0987645	0.0987645
Brachypodium_sylvaticum	lpBraSylv1	2	31	99.7628	99.7955	0.204539	0.237205	NA	392694811	166994638	167340887	225293906	225761033	78.0187	95.9306	0.173186	0.173186
Briza_media	lpBriMedi1	2	31	96.7273	97.4488	2.55117	3.27269	NA	104138410	91531416	96610980	9869325	10417026	17.6573	83.98	1.86937	1.86937
Briza_media	lpBriMedi2	2	31	98.8462	98.9085	1.09146	1.15381	NA	2789539735	2052019204	2066277573	727895908	732953661	63.7543	95.9577	0.0916004	0.0916004
Bromus_benekenii	lpBroBenk1	2	31	90.7507	97.1487	2.85134	9.24929	NA	5391202383	3894843578	3952884966	1456778489	1478487563	55.3584	83.8579	0.163728	0.163728
Bromus_hordeaceus	lpBroHord1	2	31	96.6159	97.4839	2.51611	3.38408	NA	239723850	206660511	220922105	25325670	27073389	42.6077	86.4803	1.97439	1.97439
Bromus_interruptus	lpBroIntr1	4	31	NA	NA	NA	NA	NA	4614257301	3323411897	3362692561	1263895112	1278833568	62.0338	91.5202	0.101397	0.101397
