species	assembly	level	assembly_length	assembly_ungapped_length	tolid	p	k	Homozygous_aa_min	Homozygous_aa_max	Heterozygous_ab_min	Heterozygous_ab_max	Genome_Haploid_Length_min_bp	Genome_Haploid_Length_max_bp	Genome_Repeat_Length_min_bp	Genome_Repeat_Length_max_bp	Genome_Unique_Length_min_bp	Genome_Unique_Length_max_bp	Model_Fit_min_percent	Model_Fit_max_percent	Read_Error_Rate_min_percent	Read_Error_Rate_max_percent
Malus domestica	drMalDome10.1 alternate haplotype	Contig	573964835	573964835	drMalDome10	2	31	98.6992	98.779	1.22097	1.30083	682314404	684772808	292762693	293817527	389551711	390955280	79.4107	98.5088	0.140451	0.140451
Malus domestica	drMalDome10.1 alternate haplotype	Contig	573964835	573964835	drMalDome11	2	31	98.7338	98.7601	1.23992	1.26617	674653623	676386457	283866334	284595438	390787290	391791019	80.8732	98.4467	0.128712	0.128712
Malus domestica	drMalDome10.1 alternate haplotype	Contig	573964835	573964835	drMalDome58	3	31					679220980	683837036	292763912	294753566	386457068	389083470	78.7637	96.788	0.206329	0.206329
Malus domestica	drMalDome10.1 alternate haplotype	Contig	573964835	573964835	drMalDome5	2	31	98.7907	98.825	1.17499	1.2093	701463770	704459279	309646935	310969242	391816835	393490037	79.6075	98.9819	0.120979	0.120979
Malus domestica	drMalDome10.1	Chromosome	648232824	648229124	drMalDome10	2	31	98.6992	98.779	1.22097	1.30083	682314404	684772808	292762693	293817527	389551711	390955280	79.4107	98.5088	0.140451	0.140451
Malus domestica	drMalDome10.1	Chromosome	648232824	648229124	drMalDome11	2	31	98.7338	98.7601	1.23992	1.26617	674653623	676386457	283866334	284595438	390787290	391791019	80.8732	98.4467	0.128712	0.128712
Malus domestica	drMalDome10.1	Chromosome	648232824	648229124	drMalDome58	3	31					679220980	683837036	292763912	294753566	386457068	389083470	78.7637	96.788	0.206329	0.206329
Malus domestica	drMalDome10.1	Chromosome	648232824	648229124	drMalDome5	2	31	98.7907	98.825	1.17499	1.2093	701463770	704459279	309646935	310969242	391816835	393490037	79.6075	98.9819	0.120979	0.120979
Malus domestica	drMalDome10.2	Chromosome	648232824	648229124	drMalDome10	2	31	98.6992	98.779	1.22097	1.30083	682314404	684772808	292762693	293817527	389551711	390955280	79.4107	98.5088	0.140451	0.140451
Malus domestica	drMalDome10.2	Chromosome	648232824	648229124	drMalDome11	2	31	98.7338	98.7601	1.23992	1.26617	674653623	676386457	283866334	284595438	390787290	391791019	80.8732	98.4467	0.128712	0.128712
Malus domestica	drMalDome10.2	Chromosome	648232824	648229124	drMalDome58	3	31					679220980	683837036	292763912	294753566	386457068	389083470	78.7637	96.788	0.206329	0.206329
Malus domestica	drMalDome10.2	Chromosome	648232824	648229124	drMalDome5	2	31	98.7907	98.825	1.17499	1.2093	701463770	704459279	309646935	310969242	391816835	393490037	79.6075	98.9819	0.120979	0.120979
Malus domestica	drMalDome11.1 alternate haplotype	Scaffold	587620589	587620389	drMalDome10	2	31	98.6992	98.779	1.22097	1.30083	682314404	684772808	292762693	293817527	389551711	390955280	79.4107	98.5088	0.140451	0.140451
Malus domestica	drMalDome11.1 alternate haplotype	Scaffold	587620589	587620389	drMalDome11	2	31	98.7338	98.7601	1.23992	1.26617	674653623	676386457	283866334	284595438	390787290	391791019	80.8732	98.4467	0.128712	0.128712
Malus domestica	drMalDome11.1 alternate haplotype	Scaffold	587620589	587620389	drMalDome58	3	31					679220980	683837036	292763912	294753566	386457068	389083470	78.7637	96.788	0.206329	0.206329
Malus domestica	drMalDome11.1 alternate haplotype	Scaffold	587620589	587620389	drMalDome5	2	31	98.7907	98.825	1.17499	1.2093	701463770	704459279	309646935	310969242	391816835	393490037	79.6075	98.9819	0.120979	0.120979
Malus domestica	drMalDome11.1	Chromosome	652805715	652804815	drMalDome10	2	31	98.6992	98.779	1.22097	1.30083	682314404	684772808	292762693	293817527	389551711	390955280	79.4107	98.5088	0.140451	0.140451
Malus domestica	drMalDome11.1	Chromosome	652805715	652804815	drMalDome11	2	31	98.7338	98.7601	1.23992	1.26617	674653623	676386457	283866334	284595438	390787290	391791019	80.8732	98.4467	0.128712	0.128712
Malus domestica	drMalDome11.1	Chromosome	652805715	652804815	drMalDome58	3	31					679220980	683837036	292763912	294753566	386457068	389083470	78.7637	96.788	0.206329	0.206329
Malus domestica	drMalDome11.1	Chromosome	652805715	652804815	drMalDome5	2	31	98.7907	98.825	1.17499	1.2093	701463770	704459279	309646935	310969242	391816835	393490037	79.6075	98.9819	0.120979	0.120979
Malus domestica	drMalDome11.2	Chromosome	652805715	652804815	drMalDome10	2	31	98.6992	98.779	1.22097	1.30083	682314404	684772808	292762693	293817527	389551711	390955280	79.4107	98.5088	0.140451	0.140451
Malus domestica	drMalDome11.2	Chromosome	652805715	652804815	drMalDome11	2	31	98.7338	98.7601	1.23992	1.26617	674653623	676386457	283866334	284595438	390787290	391791019	80.8732	98.4467	0.128712	0.128712
Malus domestica	drMalDome11.2	Chromosome	652805715	652804815	drMalDome58	3	31					679220980	683837036	292763912	294753566	386457068	389083470	78.7637	96.788	0.206329	0.206329
Malus domestica	drMalDome11.2	Chromosome	652805715	652804815	drMalDome5	2	31	98.7907	98.825	1.17499	1.2093	701463770	704459279	309646935	310969242	391816835	393490037	79.6075	98.9819	0.120979	0.120979
Malus domestica	drMalDome5.1 alternate haplotype	Contig	575613174	575613174	drMalDome10	2	31	98.6992	98.779	1.22097	1.30083	682314404	684772808	292762693	293817527	389551711	390955280	79.4107	98.5088	0.140451	0.140451
Malus domestica	drMalDome5.1 alternate haplotype	Contig	575613174	575613174	drMalDome11	2	31	98.7338	98.7601	1.23992	1.26617	674653623	676386457	283866334	284595438	390787290	391791019	80.8732	98.4467	0.128712	0.128712
Malus domestica	drMalDome5.1 alternate haplotype	Contig	575613174	575613174	drMalDome58	3	31					679220980	683837036	292763912	294753566	386457068	389083470	78.7637	96.788	0.206329	0.206329
Malus domestica	drMalDome5.1 alternate haplotype	Contig	575613174	575613174	drMalDome5	2	31	98.7907	98.825	1.17499	1.2093	701463770	704459279	309646935	310969242	391816835	393490037	79.6075	98.9819	0.120979	0.120979
Malus domestica	drMalDome5.1	Chromosome	646790116	646781416	drMalDome10	2	31	98.6992	98.779	1.22097	1.30083	682314404	684772808	292762693	293817527	389551711	390955280	79.4107	98.5088	0.140451	0.140451
Malus domestica	drMalDome5.1	Chromosome	646790116	646781416	drMalDome11	2	31	98.7338	98.7601	1.23992	1.26617	674653623	676386457	283866334	284595438	390787290	391791019	80.8732	98.4467	0.128712	0.128712
Malus domestica	drMalDome5.1	Chromosome	646790116	646781416	drMalDome58	3	31					679220980	683837036	292763912	294753566	386457068	389083470	78.7637	96.788	0.206329	0.206329
Malus domestica	drMalDome5.1	Chromosome	646790116	646781416	drMalDome5	2	31	98.7907	98.825	1.17499	1.2093	701463770	704459279	309646935	310969242	391816835	393490037	79.6075	98.9819	0.120979	0.120979
Malus domestica	drMalDome5.2 alternate haplotype	Contig	575601101	575601101	drMalDome10	2	31	98.6992	98.779	1.22097	1.30083	682314404	684772808	292762693	293817527	389551711	390955280	79.4107	98.5088	0.140451	0.140451
Malus domestica	drMalDome5.2 alternate haplotype	Contig	575601101	575601101	drMalDome11	2	31	98.7338	98.7601	1.23992	1.26617	674653623	676386457	283866334	284595438	390787290	391791019	80.8732	98.4467	0.128712	0.128712
Malus domestica	drMalDome5.2 alternate haplotype	Contig	575601101	575601101	drMalDome58	3	31					679220980	683837036	292763912	294753566	386457068	389083470	78.7637	96.788	0.206329	0.206329
Malus domestica	drMalDome5.2 alternate haplotype	Contig	575601101	575601101	drMalDome5	2	31	98.7907	98.825	1.17499	1.2093	701463770	704459279	309646935	310969242	391816835	393490037	79.6075	98.9819	0.120979	0.120979
Malus domestica	drMalDome5.3	Chromosome	646790116	646781416	drMalDome10	2	31	98.6992	98.779	1.22097	1.30083	682314404	684772808	292762693	293817527	389551711	390955280	79.4107	98.5088	0.140451	0.140451
Malus domestica	drMalDome5.3	Chromosome	646790116	646781416	drMalDome11	2	31	98.7338	98.7601	1.23992	1.26617	674653623	676386457	283866334	284595438	390787290	391791019	80.8732	98.4467	0.128712	0.128712
Malus domestica	drMalDome5.3	Chromosome	646790116	646781416	drMalDome58	3	31					679220980	683837036	292763912	294753566	386457068	389083470	78.7637	96.788	0.206329	0.206329
Malus domestica	drMalDome5.3	Chromosome	646790116	646781416	drMalDome5	2	31	98.7907	98.825	1.17499	1.2093	701463770	704459279	309646935	310969242	391816835	393490037	79.6075	98.9819	0.120979	0.120979
Malus domestica	drMalDome58.1 alternate haplotype	Contig	627948641	627948641	drMalDome10	2	31	98.6992	98.779	1.22097	1.30083	682314404	684772808	292762693	293817527	389551711	390955280	79.4107	98.5088	0.140451	0.140451
Malus domestica	drMalDome58.1 alternate haplotype	Contig	627948641	627948641	drMalDome11	2	31	98.7338	98.7601	1.23992	1.26617	674653623	676386457	283866334	284595438	390787290	391791019	80.8732	98.4467	0.128712	0.128712
Malus domestica	drMalDome58.1 alternate haplotype	Contig	627948641	627948641	drMalDome58	3	31					679220980	683837036	292763912	294753566	386457068	389083470	78.7637	96.788	0.206329	0.206329
Malus domestica	drMalDome58.1 alternate haplotype	Contig	627948641	627948641	drMalDome5	2	31	98.7907	98.825	1.17499	1.2093	701463770	704459279	309646935	310969242	391816835	393490037	79.6075	98.9819	0.120979	0.120979
Malus domestica	drMalDome58.1	Chromosome	642677265	642668465	drMalDome10	2	31	98.6992	98.779	1.22097	1.30083	682314404	684772808	292762693	293817527	389551711	390955280	79.4107	98.5088	0.140451	0.140451
Malus domestica	drMalDome58.1	Chromosome	642677265	642668465	drMalDome11	2	31	98.7338	98.7601	1.23992	1.26617	674653623	676386457	283866334	284595438	390787290	391791019	80.8732	98.4467	0.128712	0.128712
Malus domestica	drMalDome58.1	Chromosome	642677265	642668465	drMalDome58	3	31					679220980	683837036	292763912	294753566	386457068	389083470	78.7637	96.788	0.206329	0.206329
Malus domestica	drMalDome58.1	Chromosome	642677265	642668465	drMalDome5	2	31	98.7907	98.825	1.17499	1.2093	701463770	704459279	309646935	310969242	391816835	393490037	79.6075	98.9819	0.120979	0.120979
Malus domestica	drMalDome58.2	Chromosome	642631360	642622560	drMalDome10	2	31	98.6992	98.779	1.22097	1.30083	682314404	684772808	292762693	293817527	389551711	390955280	79.4107	98.5088	0.140451	0.140451
Malus domestica	drMalDome58.2	Chromosome	642631360	642622560	drMalDome11	2	31	98.7338	98.7601	1.23992	1.26617	674653623	676386457	283866334	284595438	390787290	391791019	80.8732	98.4467	0.128712	0.128712
Malus domestica	drMalDome58.2	Chromosome	642631360	642622560	drMalDome58	3	31					679220980	683837036	292763912	294753566	386457068	389083470	78.7637	96.788	0.206329	0.206329
Malus domestica	drMalDome58.2	Chromosome	642631360	642622560	drMalDome5	2	31	98.7907	98.825	1.17499	1.2093	701463770	704459279	309646935	310969242	391816835	393490037	79.6075	98.9819	0.120979	0.120979
Malus domestica	drMalDome58.3	Chromosome	642631360	642622560	drMalDome10	2	31	98.6992	98.779	1.22097	1.30083	682314404	684772808	292762693	293817527	389551711	390955280	79.4107	98.5088	0.140451	0.140451
Malus domestica	drMalDome58.3	Chromosome	642631360	642622560	drMalDome11	2	31	98.7338	98.7601	1.23992	1.26617	674653623	676386457	283866334	284595438	390787290	391791019	80.8732	98.4467	0.128712	0.128712
Malus domestica	drMalDome58.3	Chromosome	642631360	642622560	drMalDome58	3	31					679220980	683837036	292763912	294753566	386457068	389083470	78.7637	96.788	0.206329	0.206329
Malus domestica	drMalDome58.3	Chromosome	642631360	642622560	drMalDome5	2	31	98.7907	98.825	1.17499	1.2093	701463770	704459279	309646935	310969242	391816835	393490037	79.6075	98.9819	0.120979	0.120979
Malus sylvestris	drMalSylv7.1 alternate haplotype	Contig	571835459	571835459	drMalSylv7	2	31	98.987	99.2774	0.722585	1.01303	710810772	715556071	323041464	325198056	387769307	390358015	78.4522	98.0909	0.131682	0.131682
Malus sylvestris	drMalSylv7.1	Chromosome	640986597	640946897	drMalSylv7	2	31	98.987	99.2774	0.722585	1.01303	710810772	715556071	323041464	325198056	387769307	390358015	78.4522	98.0909	0.131682	0.131682
Malus sylvestris	drMalSylv7.2	Chromosome	640969901	640930201	drMalSylv7	2	31	98.987	99.2774	0.722585	1.01303	710810772	715556071	323041464	325198056	387769307	390358015	78.4522	98.0909	0.131682	0.131682
Malus sylvestris	drMalSylv7.3	Chromosome	640969901	640930201	drMalSylv7	2	31	98.987	99.2774	0.722585	1.01303	710810772	715556071	323041464	325198056	387769307	390358015	78.4522	98.0909	0.131682	0.131682
Malus x robusta	drMalRobu1.1 alternate haplotype	Contig	664963084	664963084	drMalRobu1	2	31	98.0405	98.1054	1.8946	1.95952	657866742	660925445	285241677	286567887	372625065	374357557	79.0365	97.4919	0.182321	0.182321
Malus x robusta	drMalRobu1.1	Chromosome	620813678	620787878	drMalRobu1	2	31	98.0405	98.1054	1.8946	1.95952	657866742	660925445	285241677	286567887	372625065	374357557	79.0365	97.4919	0.182321	0.182321
Malva neglecta	ddMalNegl1.hap1.1	Chromosome	576897925	576864925	ddMalNegl1	2	31	99.9459	99.966	0.0339704	0.0541449	598964845	599828563	252386667	252750614	346578177	347077950	84.165	96.094	0.0814104	0.0814104
Malva neglecta	ddMalNegl1.hap1.2	Chromosome	576897925	576864925	ddMalNegl1	2	31	99.9459	99.966	0.0339704	0.0541449	598964845	599828563	252386667	252750614	346578177	347077950	84.165	96.094	0.0814104	0.0814104
Malva neglecta	ddMalNegl1.hap2.1	Chromosome	505284065	505253465	ddMalNegl1	2	31	99.9459	99.966	0.0339704	0.0541449	598964845	599828563	252386667	252750614	346578177	347077950	84.165	96.094	0.0814104	0.0814104
Malva neglecta	ddMalNegl1.hap2.2	Chromosome	505284065	505253465	ddMalNegl1	2	31	99.9459	99.966	0.0339704	0.0541449	598964845	599828563	252386667	252750614	346578177	347077950	84.165	96.094	0.0814104	0.0814104
Malva sylvestris	ddMalSylv1.hap1.1	Chromosome	603790707	603761507	ddMalSylv1	2	31	99.5997	99.6356	0.364402	0.40026	617476046	619265494	280909794	281723872	336566252	337541622	82.169	97.8275	0.0739906	0.0739906
Malva sylvestris	ddMalSylv1.hap2.1	Scaffold	677489355	677462755	ddMalSylv1	2	31	99.5997	99.6356	0.364402	0.40026	617476046	619265494	280909794	281723872	336566252	337541622	82.169	97.8275	0.0739906	0.0739906
Marchantia polymorpha	cmMarPoly1.1	Chromosome	264203427	264148827	cmMarPoly1	1	31					276686645	277485357	97359029	97640076	179327616	179845282	84.981	92.5466	0.604973	0.604973
Marchantia quadrata	cmMarQuad2.1	Chromosome	696674171	696583471	cmMarQuad2	2	31	85.5316	100	0	14.4684	483914565	496769199	360631405	370211164	123283160	126558035	51.3564	82.2897	0.709526	0.709526
Marsupella aquatica	cjMarAqua2.1	Chromosome	231557950	231535050	cjMarAqua2	2	31	80.7285	100	0	19.2715	113525434	116360803	53550273	54887725	59975160	61473078	63.3571	82.2858	2.73053	2.73053
Mastigophora woodsii	cjMasWood2.1	Chromosome	2273257613	2273235713	cjMasWood2	1	31					835126815	882289833	605094763	639266933	230032052	243022900	38.4425	78.5055	2.12291	2.12291
Matricaria chamomilla	daMatCham1.hap1.1	Chromosome	2461509348	2461389348	daMatCham1	2	31	97.4921	97.5525	2.44749	2.50786	2638356213	2649612762	1718347866	1725679199	920008347	923933563	69.7913	94.8405	0.119884	0.119884
Matricaria chamomilla	daMatCham1.hap2.1	Scaffold	2569815633	2569693033	daMatCham1	2	31	97.4921	97.5525	2.44749	2.50786	2638356213	2649612762	1718347866	1725679199	920008347	923933563	69.7913	94.8405	0.119884	0.119884
Matricaria discoidea	daMatDisc1.hap1.1	Chromosome	2091659722	2091567122	daMatDisc1	2	31	99.8098	100	0	0.190203	2294432646	2304589633	1234701130	1240166901	1059731516	1064422732	73.6701	98.9263	0.0563396	0.0563396
Matricaria discoidea	daMatDisc1.hap2.1	Scaffold	2094891078	2094801278	daMatDisc1	2	31	99.8098	100	0	0.190203	2294432646	2304589633	1234701130	1240166901	1059731516	1064422732	73.6701	98.9263	0.0563396	0.0563396
Matthiola sinuata	ddMatSinu1.hap1.1	Chromosome	2066375029	2066091029	ddMatSinu1	2	31	99.9214	99.9583	0.0417052	0.0786215	2151497432	2159204346	1240261825	1244704586	911235608	914499759	70.8585	97.8991	0.0716983	0.0716983
Matthiola sinuata	ddMatSinu1.hap2.1	Scaffold	2057219565	2056953765	ddMatSinu1	2	31	99.9214	99.9583	0.0417052	0.0786215	2151497432	2159204346	1240261825	1244704586	911235608	914499759	70.8585	97.8991	0.0716983	0.0716983
Medicago arabica	drMedArab1.1 alternate haplotype	Contig	3540631	3540631	drMedArab1	2	31	99.9019	99.9254	0.0745659	0.0980858	554567395	555336599	207031513	207318673	347535882	348017926	84.6887	97.5335	0.152348	0.152348
Medicago arabica	drMedArab1.1	Chromosome	515505002	515466002	drMedArab1	2	31	99.9019	99.9254	0.0745659	0.0980858	554567395	555336599	207031513	207318673	347535882	348017926	84.6887	97.5335	0.152348	0.152348
Medicago lupulina	drMedLupu1.1 alternate haplotype	Contig	10139736	10139736	drMedLupu1	2	31	99.8655	99.8973	0.102704	0.13454	629280908	631158746	301067856	301966272	328213053	329192473	79.0331	92.2132	0.140762	0.140762
Medicago lupulina	drMedLupu1.1	Chromosome	575430454	575337454	drMedLupu1	2	31	99.8655	99.8973	0.102704	0.13454	629280908	631158746	301067856	301966272	328213053	329192473	79.0331	92.2132	0.140762	0.140762
Melampyrum sylvaticum	daMelSylv1.1 alternate haplotype	Scaffold	137215946	137215746	daMelSylv1	2	31	89.8727	97.7292	2.27076	10.1273	2254561064	2281922516	1699439289	1720063758	555121775	561858757	51.8507	82.7111	0.0930829	0.0930829
Melampyrum sylvaticum	daMelSylv1.1 alternate haplotype	Scaffold	137215946	137215746	daMelSylv3	2	31	96.1316	97.1024	2.89757	3.86839	870178783	918631778	770443937	813343532	99734845	105288247	38.8788	84.9488	1.0139	1.0139
Melampyrum sylvaticum	daMelSylv1.1 alternate haplotype	Scaffold	137215946	137215746	daMelSylv4	2	31	94.8852	96.6377	3.36225	5.11483	1497153191	1565000063	1276983357	1334852737	220169834	230147326	39.2913	73.4042	0.583319	0.583319
Melampyrum sylvaticum	daMelSylv1.1	Chromosome	4364701859	4364487659	daMelSylv1	2	31	89.8727	97.7292	2.27076	10.1273	2254561064	2281922516	1699439289	1720063758	555121775	561858757	51.8507	82.7111	0.0930829	0.0930829
Melampyrum sylvaticum	daMelSylv1.1	Chromosome	4364701859	4364487659	daMelSylv3	2	31	96.1316	97.1024	2.89757	3.86839	870178783	918631778	770443937	813343532	99734845	105288247	38.8788	84.9488	1.0139	1.0139
Melampyrum sylvaticum	daMelSylv1.1	Chromosome	4364701859	4364487659	daMelSylv4	2	31	94.8852	96.6377	3.36225	5.11483	1497153191	1565000063	1276983357	1334852737	220169834	230147326	39.2913	73.4042	0.583319	0.583319
Melittis melissophyllum	daMelMeli1.1 alternate haplotype	Scaffold	263155324	263155124	daMelMeli1	2	31	99.759	99.7942	0.205829	0.240951	541953452	543020966	292871477	293448361	249081976	249572605	80.708	97.7009	0.203329	0.203329
Melittis melissophyllum	daMelMeli1.1	Chromosome	436704238	436676638	daMelMeli1	2	31	99.759	99.7942	0.205829	0.240951	541953452	543020966	292871477	293448361	249081976	249572605	80.708	97.7009	0.203329	0.203329
Mentha aquatica	daMenAqua1.hap1.1	Chromosome	1304813858	1304676258	daMenAqua1	2	31	99.038	99.0868	0.913247	0.962028	1352608245	1360872513	696704898	700961678	655903347	659910835	74.0089	97.794	0.207401	0.207401
Mentha aquatica	daMenAqua1.hap2.1	Scaffold	1305204093	1305068093	daMenAqua1	2	31	99.038	99.0868	0.913247	0.962028	1352608245	1360872513	696704898	700961678	655903347	659910835	74.0089	97.794	0.207401	0.207401
Mercurialis annua	ddMerAnnu1.1 alternate haplotype	Contig	123294180	123294180	ddMerAnnu1	2	31	99.4465	99.4756	0.524378	0.553524	505970133	507419773	249319150	250033467	256650983	257386306	77.1092	96.7449	0.196899	0.196899
Mercurialis annua	ddMerAnnu1.1	Chromosome	453168992	453165992	ddMerAnnu1	2	31	99.4465	99.4756	0.524378	0.553524	505970133	507419773	249319150	250033467	256650983	257386306	77.1092	96.7449	0.196899	0.196899
Mercurialis annua	ddMerAnnu1.2 alternate haplotype	Contig	123162303	123162303	ddMerAnnu1	2	31	99.4465	99.4756	0.524378	0.553524	505970133	507419773	249319150	250033467	256650983	257386306	77.1092	96.7449	0.196899	0.196899
Mercurialis annua	ddMerAnnu1.2	Chromosome	453168992	453165992	ddMerAnnu1	2	31	99.4465	99.4756	0.524378	0.553524	505970133	507419773	249319150	250033467	256650983	257386306	77.1092	96.7449	0.196899	0.196899
Misopates orontium	daMisOron1.1 alternate haplotype	Contig	20294305	20294305	daMisOron1	2	31	99.6539	99.7014	0.298605	0.346111	513127812	514508902	224434255	225038322	288693557	289470580	81.746	98.4628	0.191178	0.191178
Misopates orontium	daMisOron1.1	Chromosome	361008136	361001536	daMisOron1	2	31	99.6539	99.7014	0.298605	0.346111	513127812	514508902	224434255	225038322	288693557	289470580	81.746	98.4628	0.191178	0.191178
Moehringia trinervia	dcMoeTrin1.hap1.1	Chromosome	1244268398	1244227998	dcMoeTrin1	2	31	99.6842	99.9978	0.00220049	0.315809	1361183674	1367162056	783228673	786668650	577955001	580493406	69.9404	95.293	0.084748	0.084748
Moehringia trinervia	dcMoeTrin1.hap2.1	Scaffold	1242419094	1242380094	dcMoeTrin1	2	31	99.6842	99.9978	0.00220049	0.315809	1361183674	1367162056	783228673	786668650	577955001	580493406	69.9404	95.293	0.084748	0.084748
Myrica gale	dhMyrGale1.1 alternate haplotype	Contig	566967985	566967985	dhMyrGale1	2	31	99.4247	99.47	0.530039	0.57529	660121200	663223703	257841940	259053771	402279260	404169932	79.4594	94.5737	0.144732	0.144732
Myrica gale	dhMyrGale1.1	Chromosome	643765905	643739905	dhMyrGale1	2	31	99.4247	99.47	0.530039	0.57529	660121200	663223703	257841940	259053771	402279260	404169932	79.4594	94.5737	0.144732	0.144732
Myriophyllum alterniflorum	drMyrAlte1.1 alternate haplotype	Scaffold	220084375	220082375	drMyrAlte1	4	31					330553977	332372595	147573284	148385192	182980693	183987403	77.6313	89.2724	1.63232	1.63232
Myriophyllum alterniflorum	drMyrAlte1.1 alternate haplotype	Scaffold	220084375	220082375	drMyrAlte5	2	31	88.898	98.7388	1.2612	11.102	143450622	144978054	59187769	59817987	84262854	85160067	79.7995	83.5324	1.35393	1.35393
Myriophyllum alterniflorum	drMyrAlte1.1	Chromosome	244224204	244196404	drMyrAlte1	4	31					330553977	332372595	147573284	148385192	182980693	183987403	77.6313	89.2724	1.63232	1.63232
Myriophyllum alterniflorum	drMyrAlte1.1	Chromosome	244224204	244196404	drMyrAlte5	2	31	88.898	98.7388	1.2612	11.102	143450622	144978054	59187769	59817987	84262854	85160067	79.7995	83.5324	1.35393	1.35393
Narthecium ossifragum	ldNarOssi1.1 alternate haplotype	Contig	73460779	73460779	ldNarOssi1	2	31	99.378	99.4169	0.58306	0.621956	345554592	347406069	157414613	158258038	188139979	189148031	76.3451	91.1214	0.229465	0.229465
Narthecium ossifragum	ldNarOssi1.1	Chromosome	378871027	378333627	ldNarOssi1	2	31	99.378	99.4169	0.58306	0.621956	345554592	347406069	157414613	158258038	188139979	189148031	76.3451	91.1214	0.229465	0.229465
Nasturtium officinale	ddNasOffi1.1 alternate haplotype	Contig	40556083	40556083	ddNasOffi1	3	31					109543480	110405405	39977174	40291728	69566306	70113676	79.1293	82.439	0.149456	0.149456
Nasturtium officinale	ddNasOffi1.1	Chromosome	224952480	224905680	ddNasOffi1	3	31					109543480	110405405	39977174	40291728	69566306	70113676	79.1293	82.439	0.149456	0.149456
Neckera pumila	cbNecPumi1.1	Chromosome	339344350	339320150	cbNecPumi1	2	31	99.6442	99.7748	0.225218	0.355804	386191467	388341930	90997478	91504187	295193989	296837743	82.0823	97.5024	1.1117	1.1117
Neoorthocaulis attenuatus	cjNeoAtte2.1	Chromosome	690073451	690049651	cjNeoAtte2	2	31	99.6287	99.6704	0.329631	0.37126	860917283	864332288	355365157	356774786	505552126	507557502	80.0341	97.7074	0.530927	0.530927
Nymphoides peltata	daNymPelt1.hap1.1	Chromosome	721921864	721878864	daNymPelt1	2	31	98.0058	98.0339	1.96608	1.99417	728098779	730365232	292689292	293600386	435409487	436764846	83.111	95.4967	0.198024	0.198024
Nymphoides peltata	daNymPelt1.hap2.1	Scaffold	724172888	724154488	daNymPelt1	2	31	98.0058	98.0339	1.96608	1.99417	728098779	730365232	292689292	293600386	435409487	436764846	83.111	95.4967	0.198024	0.198024
Oligotrichum hercynicum	cbOliHerc1.1	Chromosome	409005097	408965371	cbOliHerc1	1	31					374687468	375919154	111448654	111815012	263238815	264104143	87.891	94.5375	0.405382	0.405382
Ononis reclinata	drOnoRecl1.hap1.1	Chromosome	1196220647	1196006647	drOnoRecl1	2	31	85.7927	99.0762	0.923811	14.2073	635886742	636840612	331832503	332330272	304054239	304510339	81.2036	90.2598	0.117252	0.117252
Ononis reclinata	drOnoRecl1.hap2.1	Scaffold	1136642483	1136492283	drOnoRecl1	2	31	85.7927	99.0762	0.923811	14.2073	635886742	636840612	331832503	332330272	304054239	304510339	81.2036	90.2598	0.117252	0.117252
Ornithopus perpusillus	drOrnPerp1.hap1.1	Chromosome	528923748	528879148	drOrnPerp1	2	31	99.7666	100	0	0.233405	570007773	574325881	263933570	265933005	306074204	308392876	81.0727	98.5951	0.136605	0.136605
Ornithopus perpusillus	drOrnPerp1.hap2.1	Chromosome	473720712	473678112	drOrnPerp1	2	31	99.7666	100	0	0.233405	570007773	574325881	263933570	265933005	306074204	308392876	81.0727	98.5951	0.136605	0.136605
Orthothecium rufescens	cbOrtRufe2.1	Chromosome	313759311	313604511	cbOrtRufe2	1	31					277504264	278023494	70434175	70565962	207070089	207457532	87.3685	93.4206	1.62753	1.62753
Orthothecium rufescens	cbOrtRufe2.2	Chromosome	313759311	313604511	cbOrtRufe2	1	31					277504264	278023494	70434175	70565962	207070089	207457532	87.3685	93.4206	1.62753	1.62753
Orthotrichum anomalum	cbOrtAnom1.1	Chromosome	292675312	292592812	cbOrtAnom1	2	31	99.1856	99.3625	0.63753	0.814379	422660952	425564033	127812171	128690059	294848781	296873974	73.4545	95.0959	0.991982	0.991982
Orthotrichum pulchellum	cbOrtPulc3.1	Chromosome	258570047	258481747	cbOrtPulc3	1	31					246140434	247365935	42924477	43138192	203215957	204227743	84.303	93.773	1.79829	1.79829
Oxyria digyna	dcOxyDigy1.hap1.1	Chromosome	552120928	552065528	dcOxyDigy1	2	31	72.3193	100	0	27.6807	330807849	331436187	203000167	203385746	127807682	128050440	76.8354	84.4136	0.123069	0.123069
Oxyria digyna	dcOxyDigy1.hap2.1	Scaffold	583590125	583549925	dcOxyDigy1	2	31	72.3193	100	0	27.6807	330807849	331436187	203000167	203385746	127807682	128050440	76.8354	84.4136	0.123069	0.123069
Parietaria judaica	drParJuda1.1 alternate haplotype	Contig	163261997	163261997	drParJuda1	2	31	89.3039	96.3054	3.69463	10.6961	301669264	302390336	149912319	150270651	151756945	152119686	79.2997	93.2962	0.257201	0.257201
Parietaria judaica	drParJuda1.1	Chromosome	538732769	538725569	drParJuda1	2	31	89.3039	96.3054	3.69463	10.6961	301669264	302390336	149912319	150270651	151756945	152119686	79.2997	93.2962	0.257201	0.257201
Paulownia tomentosa	daPauTome1.hap1.1	Chromosome	523448902	523403602	daPauTome1	2	31	99.7159	99.7338	0.266152	0.284136	559953912	560804058	218781608	219113771	341172304	341690287	85.2357	94.3438	0.0759572	0.0759572
